smr_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,h2_import_capacity,h2_export_capacity,scenario_label,location_label,co2_location_label,fuel_region_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-htse_capacity,prefix,ProbabilityWeight-ft_capacity,ProbabilityWeight-h2_storage_capacity,PointProbability,ProbabilityWeight
240.0,-163.0,-2529.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60339.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-814389702.327,1290074.23043,-814357521.539,-812860107.925,-815983658.305,-815774987.576,-813049470.181,4.0,1664291520020.0,0.25,108,0.125,0.249990677246,1.06825089311e-11,0.00781220866395
240.0,-163.0,-2529.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120678.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-820007121.15,1003305.92333,-819776943.686,-819094743.038,-821379854.191,-821186503.661,-819149987.089,4.0,1006622775790.0,0.25,113,0.125,0.250009322754,1.06825089311e-11,0.00781279133605
240.0,-163.0,-2529.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-827709712.257,907743.306615,-828038224.164,-826385289.224,-828377111.475,-828351520.196,-826607987.647,4.0,823997910705.0,0.25,103,0.125,0.124984980008,1.06825089311e-11,0.00390578062525
240.0,-163.0,-2529.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,181016.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-827722686.942,1512706.35103,-828182924.909,-825529691.702,-828995206.248,-828885302.97,-825915737.761,4.0,2288280504430.0,0.25,118,0.125,0.250009322754,1.06825089311e-11,0.00781279133605
240.0,-163.0,-2529.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,241355.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-835953977.286,1771478.47201,-835525895.219,-834383598.186,-838380520.519,-838040667.482,-834466601.984,4.0,3138135976790.0,0.25,123,0.125,0.125005697238,1.06825089311e-11,0.0039064280387
240.0,-194.0,-2529.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60339.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-844052807.0,359537.537332,-843919724.885,-843789720.359,-844582057.87,-844488574.206,-843803354.754,4.0,129267240751.0,0.25,107,0.125,0.249990677246,1.06825089311e-11,0.00781220866395
240.0,-194.0,-2529.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120678.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-850686956.444,1035634.179,-850430955.928,-849760921.128,-852124992.79,-851913452.915,-849818860.694,4.0,1072538152700.0,0.25,112,0.125,0.250009322754,1.06825089311e-11,0.00781279133605
240.0,-194.0,-2529.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,181016.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-859510580.533,1224294.51813,-859463753.095,-858181803.706,-860933012.235,-860801576.386,-858285143.093,4.0,1498897067110.0,0.25,117,0.125,0.250009322754,1.06825089311e-11,0.00781279133605
240.0,-194.0,-2529.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-860757268.501,915672.793059,-860734469.629,-859827055.661,-861733079.086,-861671827.586,-859874627.838,4.0,838456663949.0,0.25,102,0.125,0.124984980008,1.06825089311e-11,0.00390578062525
240.0,-194.0,-2529.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,241355.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-868795428.484,1858805.63176,-868420907.234,-866995199.373,-871344700.095,-870968460.831,-867146725.886,4.0,3455158376660.0,0.25,122,0.125,0.125005697238,1.06825089311e-11,0.0039064280387
240.0,-225.0,-2529.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60339.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-875241831.724,1051450.56082,-875479997.486,-873761738.321,-876245593.602,-876138242.621,-874011988.759,4.0,1105548281850.0,0.125,106,0.125,0.249990677246,1.06825089311e-11,0.00390610433197
240.0,-225.0,-2529.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120678.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-882309772.144,885449.298508,-882308276.903,-881409305.261,-883213229.506,-883167797.398,-881453840.226,4.0,784020460229.0,0.125,111,0.125,0.250009322754,1.06825089311e-11,0.00390639566803
240.0,-225.0,-2529.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,181016.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-891266892.97,1003664.66136,-890935384.117,-890504999.21,-892691804.438,-892474741.754,-890523156.582,4.0,1007342752460.0,0.125,116,0.125,0.250009322754,1.06825089311e-11,0.00390639566803
240.0,-225.0,-2529.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-894606369.251,1825146.28113,-894050329.628,-893100022.45,-897224795.298,-896801645.84,-893189548.135,4.0,3331158947530.0,0.125,101,0.125,0.124984980008,1.06825089311e-11,0.00195289031262
240.0,-225.0,-2529.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,241355.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-900080322.524,844203.478536,-900185795.827,-899045658.205,-900904040.236,-900860536.876,-899152445.547,4.0,712679513172.0,0.125,121,0.125,0.125005697238,1.06825089311e-11,0.00195321401935
240.0,-225.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-142867573954.0,833.644332592,-142867574197.0,-142867572750.0,-142867574673.0,-142867574602.0,-142867572966.0,4.0,694962.873264,0.125,1,0.125,0.124984980008,1.06825089311e-11,0.00195289031262
240.0,-101.0,-3311.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,181016.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-3011319725880.0,690403.229024,-3011319772180.0,-3011318919370.0,-3011320439800.0,-3011320394320.0,-3011318992630.0,4.0,476656618646.0,0.125,95,0.25,0.250009322754,1.06825089311e-11,0.00781279133605
240.0,-132.0,-4093.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,181016.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-3167205741730.0,738514.042417,-3167205891710.0,-3167204712580.0,-3167206470920.0,-3167206386010.0,-3167204887480.0,4.0,545402990847.0,0.25,69,0.25,0.250009322754,1.06825089311e-11,0.0156255826721
240.0,-163.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,181016.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-3323090076110.0,501154.161118,-3323090108140.0,-3323089433260.0,-3323090654920.0,-3323090578840.0,-3323089528550.0,4.0,251155493206.0,0.25,43,0.25,0.250009322754,1.06825089311e-11,0.0156255826721
240.0,-194.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,181016.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-3478974287320.0,365507.100837,-3478974223300.0,-3478973971140.0,-3478974731540.0,-3478974688050.0,-3478973976220.0,4.0,133595440763.0,0.25,17,0.125,0.250009322754,1.06825089311e-11,0.00781279133605
240.0,-101.0,-3311.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120678.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-15533736095500.0,1381256.01885,-15533736653200.0,-15533734071700.0,-15533737004200.0,-15533736996500.0,-15533734413900.0,4.0,1907868189600.0,0.125,90,0.25,0.250009322754,1.06825089311e-11,0.00781279133605
240.0,-132.0,-4093.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120678.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-15689622383500.0,876180.769954,-15689622264000.0,-15689621455400.0,-15689623550500.0,-15689623381500.0,-15689621552700.0,4.0,767692741637.0,0.25,64,0.25,0.250009322754,1.06825089311e-11,0.0156255826721
240.0,-163.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120678.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-15845507790400.0,702329.93186,-15845507648500.0,-15845507212500.0,-15845508652000.0,-15845508565400.0,-15845507214000.0,4.0,493267333186.0,0.25,38,0.25,0.250009322754,1.06825089311e-11,0.0156255826721
240.0,-194.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120678.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-16001391861300.0,307859.134527,-16001391933400.0,-16001391449000.0,-16001392129500.0,-16001392119100.0,-16001391502700.0,4.0,94777246711.7,0.25,12,0.125,0.250009322754,1.06825089311e-11,0.00781279133605
240.0,-101.0,-3311.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60339.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-28056361501100.0,831374.525357,-28056361628400.0,-28056360476800.0,-28056362271000.0,-28056362241600.0,-28056360582500.0,4.0,691183601412.0,0.125,85,0.25,0.249990677246,1.06825089311e-11,0.00781220866395
240.0,-132.0,-4093.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60339.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-28212247088200.0,526744.819112,-28212246966800.0,-28212246589500.0,-28212247829500.0,-28212247707300.0,-28212246638900.0,4.0,277460104461.0,0.25,59,0.25,0.249990677246,1.06825089311e-11,0.0156244173279
240.0,-163.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60339.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-28368132958000.0,252312.270257,-28368132898900.0,-28368132731400.0,-28368133302800.0,-28368133254600.0,-28368132744100.0,4.0,63661481722.3,0.25,33,0.25,0.249990677246,1.06825089311e-11,0.0156244173279
240.0,-194.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60339.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-28524016754300.0,361042.863863,-28524016836400.0,-28524016256400.0,-28524017088100.0,-28524017064600.0,-28524016329000.0,4.0,130351949546.0,0.25,7,0.125,0.249990677246,1.06825089311e-11,0.00781220866395
240.0,-101.0,-4093.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,241355.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-31546277924500.0,1331412.58943,-31546277575800.0,-31546276758700.0,-31546279787600.0,-31546279508300.0,-31546276828800.0,4.0,1772659483300.0,0.125,75,0.25,0.125005697238,1.06825089311e-11,0.0039064280387
240.0,-132.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,241355.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-31702163672700.0,673784.678024,-31702163651000.0,-31702162914300.0,-31702164474500.0,-31702164391100.0,-31702162984700.0,4.0,453985792340.0,0.25,49,0.25,0.125005697238,1.06825089311e-11,0.0078128560774
240.0,-163.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,241355.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-31858047810400.0,697151.637217,-31858047991200.0,-31858046874900.0,-31858048384300.0,-31858048371300.0,-31858046996300.0,4.0,486020405275.0,0.25,23,0.125,0.125005697238,1.06825089311e-11,0.0039064280387
240.0,-101.0,-3311.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-40576911055200.0,832037.651038,-40576911233500.0,-40576910016900.0,-40576911736900.0,-40576911734100.0,-40576910126600.0,4.0,692286652745.0,0.125,80,0.25,0.124984980008,1.06825089311e-11,0.00390578062525
240.0,-132.0,-4093.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-40732796718200.0,1016506.30359,-40732796706200.0,-40732795491900.0,-40732797968400.0,-40732797798300.0,-40732795654800.0,4.0,1033285065240.0,0.25,54,0.25,0.124984980008,1.06825089311e-11,0.00781156125049
240.0,-163.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-40888682564000.0,350808.675471,-40888682497500.0,-40888682228300.0,-40888683033000.0,-40888682970300.0,-40888682251000.0,4.0,123066726786.0,0.25,28,0.25,0.124984980008,1.06825089311e-11,0.00781156125049
240.0,-194.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-41044566258400.0,278494.306824,-41044566207600.0,-41044565978400.0,-41044566640300.0,-41044566581400.0,-41044566006700.0,4.0,77559078933.4,0.25,2,0.125,0.124984980008,1.06825089311e-11,0.00390578062525
240.0,-101.0,-4093.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,181016.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-44068902894300.0,1212633.02655,-44068902424600.0,-44068902058500.0,-44068904669400.0,-44068904369500.0,-44068902076600.0,4.0,1470478857080.0,0.125,70,0.25,0.250009322754,1.06825089311e-11,0.00781279133605
240.0,-132.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,181016.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-44224788700000.0,719130.124266,-44224788588500.0,-44224787992500.0,-44224789630600.0,-44224789516700.0,-44224788039500.0,4.0,517148135626.0,0.25,44,0.25,0.250009322754,1.06825089311e-11,0.0156255826721
240.0,-163.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,181016.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-44380673012700.0,235632.158701,-44380672980700.0,-44380672780200.0,-44380673309300.0,-44380673275900.0,-44380672794400.0,4.0,55522514214.2,0.25,18,0.125,0.250009322754,1.06825089311e-11,0.00781279133605
240.0,-101.0,-4093.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120678.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-56591319526000.0,709211.088538,-56591319635300.0,-56591318622000.0,-56591320211700.0,-56591320172400.0,-56591318726800.0,4.0,502980368105.0,0.125,65,0.25,0.250009322754,1.06825089311e-11,0.00781279133605
240.0,-132.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120678.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-56747205326600.0,546734.009578,-56747205364300.0,-56747204761400.0,-56747205816500.0,-56747205810000.0,-56747204790500.0,4.0,298918077229.0,0.25,39,0.25,0.250009322754,1.06825089311e-11,0.0156255826721
240.0,-163.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120678.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-56903089939200.0,439907.192723,-56903089922700.0,-56903089514200.0,-56903090397100.0,-56903090372200.0,-56903089529300.0,4.0,193518338209.0,0.25,13,0.125,0.250009322754,1.06825089311e-11,0.00781279133605
240.0,-101.0,-4093.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60339.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-69113945807800.0,875803.052142,-69113946033600.0,-69113944558500.0,-69113946605600.0,-69113946524300.0,-69113944775300.0,4.0,767030986142.0,0.125,60,0.25,0.249990677246,1.06825089311e-11,0.00781220866395
240.0,-132.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60339.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-69269830258200.0,874051.467926,-69269829901700.0,-69269829685200.0,-69269831544300.0,-69269831322800.0,-69269829692700.0,4.0,763965968584.0,0.25,34,0.25,0.249990677246,1.06825089311e-11,0.0156244173279
240.0,-163.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60339.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-69425714680100.0,533354.413093,-69425714471400.0,-69425714306400.0,-69425715471300.0,-69425715323900.0,-69425714328500.0,4.0,284466929966.0,0.25,8,0.125,0.249990677246,1.06825089311e-11,0.00781220866395
240.0,-101.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,241355.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-72603861379000.0,1005032.3474,-72603861243400.0,-72603860396700.0,-72603862632700.0,-72603862496000.0,-72603860452000.0,4.0,1010090019310.0,0.125,50,0.25,0.125005697238,1.06825089311e-11,0.0039064280387
240.0,-132.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,241355.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-72759745988200.0,921618.113963,-72759745893500.0,-72759744992100.0,-72759747173800.0,-72759747020300.0,-72759745088700.0,4.0,849379947985.0,0.25,24,0.125,0.125005697238,1.06825089311e-11,0.0039064280387
240.0,-101.0,-4093.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-81634494947200.0,1358323.19861,-81634494486300.0,-81634493919800.0,-81634496896200.0,-81634496588400.0,-81634493951100.0,4.0,1845041911890.0,0.125,55,0.25,0.124984980008,1.06825089311e-11,0.00390578062525
240.0,-132.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-81790380413000.0,655791.727638,-81790380301300.0,-81790379791600.0,-81790381257700.0,-81790381157400.0,-81790379824900.0,4.0,430062790039.0,0.25,29,0.25,0.124984980008,1.06825089311e-11,0.00781156125049
240.0,-163.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-81946264410800.0,466854.137647,-81946264459400.0,-81946263803500.0,-81946264920900.0,-81946264866700.0,-81946263886800.0,4.0,217952785839.0,0.25,3,0.125,0.124984980008,1.06825089311e-11,0.00390578062525
240.0,-101.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,181016.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-85126486053100.0,1222588.03015,-85126485933700.0,-85126484752500.0,-85126487592300.0,-85126487410200.0,-85126484863000.0,4.0,1494721491470.0,0.125,45,0.25,0.250009322754,1.06825089311e-11,0.00781279133605
240.0,-132.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,181016.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-85282371220900.0,1029455.71856,-85282370932000.0,-85282370336300.0,-85282372683200.0,-85282372452600.0,-85282370393600.0,4.0,1059779076480.0,0.25,19,0.125,0.250009322754,1.06825089311e-11,0.00781279133605
240.0,-101.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120678.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-97648903401700.0,620344.362103,-97648903678100.0,-97648902476700.0,-97648903773800.0,-97648903768700.0,-97648902647600.0,4.0,384827127593.0,0.125,40,0.25,0.250009322754,1.06825089311e-11,0.00781279133605
240.0,-132.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120678.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-97804787982900.0,653722.936212,-97804788152300.0,-97804787086600.0,-97804788540200.0,-97804788517300.0,-97804787211200.0,4.0,427353677330.0,0.25,14,0.125,0.250009322754,1.06825089311e-11,0.00781279133605
240.0,-101.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60339.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-110171529092000.0,933893.816466,-110171529505000.0,-110171527706000.0,-110171529650000.0,-110171529650000.0,-110171527954000.0,4.0,872157660433.0,0.125,35,0.25,0.249990677246,1.06825089311e-11,0.00781220866395
240.0,-132.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60339.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-110327413712000.0,669207.369892,-110327413680000.0,-110327413055000.0,-110327414434000.0,-110327414387000.0,-110327413082000.0,4.0,447838503918.0,0.25,9,0.125,0.249990677246,1.06825089311e-11,0.00781220866395
240.0,-101.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,241355.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-113661443350000.0,733951.30771,-113661443049000.0,-113661442863000.0,-113661444441000.0,-113661444241000.0,-113661442882000.0,4.0,538684522089.0,0.125,25,0.125,0.125005697238,1.06825089311e-11,0.00195321401935
240.0,-101.0,-4875.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-122692078679000.0,1756465.12972,-122692078863000.0,-122692076430000.0,-122692080557000.0,-122692080385000.0,-122692076713000.0,4.0,3085169751910.0,0.125,30,0.25,0.124984980008,1.06825089311e-11,0.00390578062525
240.0,-132.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-122847962314000.0,1076993.50184,-122847962303000.0,-122847961061000.0,-122847963591000.0,-122847963453000.0,-122847961191000.0,4.0,1159915003000.0,0.25,4,0.125,0.124984980008,1.06825089311e-11,0.00390578062525
240.0,-101.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,181016.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-126184068294000.0,1537501.2344,-126184068111000.0,-126184066704000.0,-126184070252000.0,-126184070017000.0,-126184066829000.0,4.0,2363910045770.0,0.125,20,0.125,0.250009322754,1.06825089311e-11,0.00390639566803
240.0,-101.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,120678.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-138706486642000.0,1216437.29647,-138706486547000.0,-138706485262000.0,-138706488211000.0,-138706487986000.0,-138706485430000.0,4.0,1479719696260.0,0.125,15,0.125,0.250009322754,1.06825089311e-11,0.00390639566803
240.0,-101.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,60339.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-151229111770000.0,1184118.77278,-151229111833000.0,-151229110581000.0,-151229112831000.0,-151229112818000.0,-151229110633000.0,4.0,1402137268040.0,0.125,10,0.125,0.249990677246,1.06825089311e-11,0.00390610433197
240.0,-101.0,-5657.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,10.0,1e+200,-1e+200,ref,braidwood,illinois,illinois,-163749660104000.0,907266.063368,-163749660083000.0,-163749659268000.0,-163749660982000.0,-163749660953000.0,-163749659284000.0,4.0,823131709739.0,0.125,5,0.125,0.124984980008,1.06825089311e-11,0.00195289031262
